ra,dec,u,g,r,i,z,objid,specobjid,class,subclass,survey,plate,mjd,fiberid,ra1,dec1,u1,g1,r1,i1,z1,objid1,specobjid1,class1,subclass1,survey1,plate1,mjd1,fiberid1,cor,cor_logit
226.575040079479,0.815552135742772,19.13232,17.97128,17.43478,17.22169,17.11094,1237655467524358400,606871353622030336,STAR,G0,sdss,539,52017,41,225.087671200691,-0.197496082649878,18.59585,17.56536,17.22461,17.09328,17.05679,1237648721250484200,349111742757890048,STAR,F5,sdss,310,51990,301,0.9824611449898901,-0.21052610262877605
124.402277232064,3.24370653574444,18.17944,16.87686,16.4034,16.20929,16.13991,1237654606383874600,1333080652295202816,STAR,F9,sdss,1184,52641,55,123.854128677991,0.231345230993193,19.43954,18.44468,18.13932,18.01119,17.92226,1237648721743052800,1293811875460442112,STAR,F5,sdss,1149,53003,556,0.9492740671538744,-0.21052610262877605
125.580566426791,50.6542474034904,16.73961,15.7915,15.47437,15.33323,15.30297,1237651495760625700,497692045742204928,STAR,F5,sdss,442,51882,161,124.134473641061,0.218003371186822,20.35441,19.39194,19.09047,19.0109,19.02403,1237648721743119e3,1293823970088347648,STAR,A0,sdss,1149,53003,600,0.9813494783306688,-0.21052610262877605
124.396525393594,32.9206956634586,17.37001,16.18143,15.80779,15.68017,15.64738,1237657775538045200,970599700862363648,STAR,G0,sdss,862,52325,269,124.259140508811,0.397270253960896,20.14074,19.2305,18.88547,18.77018,18.71537,1237648721743184600,1293823695210440704,STAR,F5,sdss,1149,53003,599,0.9622801106826718,-0.21052610262877605
125.536096473867,-0.888161926769795,20.18628,19.24223,18.87804,18.70819,18.69095,1237648720133161500,1299368258813585408,STAR,F5,sdss,1154,53083,290,124.314288292777,0.411389220177465,20.18308,19.34918,19.03284,18.89001,18.84812,123764872174325e4,1293821221309278208,STAR,A0,sdss,1149,53003,590,0.9926637364003276,-0.21052610262877605
126.139991199371,36.5728753668248,19.20959,18.16705,17.77452,17.61419,17.57462,1237657118409228500,931200075852441600,STAR,F5,sdss,827,52312,294,124.346377141113,0.321461767843234,20.20941,19.1307,18.8128,18.71201,18.6947,123764872174325e4,1293820396675557376,STAR,F5,sdss,1149,53003,587,0.9750636030061108,-0.21052610262877605
55.2185497798418,-1.24880504556418,18.39088,16.98431,16.39035,16.15206,16.01129,1237663237130616800,2971306279038904320,STAR,F9,sdss,2639,54465,205,54.3615700581453,-5.832105417759,19.56162,18.17221,17.63296,17.44362,17.349,1237649963530846500,2308183926528567296,STAR,F9,segue1,2050,53401,324,0.9897497237568355,-0.21052610262877605
55.5901235604866,0.896316457534744,19.16749,18.55299,17.69763,17.3443,17.09744,1237645943978590200,1195815971047106560,STAR,WD,sdss,1062,52619,401,54.4577269187645,-5.84625132727639,18.43924,17.00491,16.43518,16.24597,16.16639,1237649963530911700,2308185850673915904,STAR,F9,segue1,2050,53401,331,-0.45250888766418956,-0.21052610262877605
56.1009813363547,0.910433877144112,20.10641,18.51974,17.78331,17.49296,17.32693,1237645943978787e3,8254232913022787584,STAR,K0V (10780),boss,7331,56658,948,54.4789687078306,-5.7646454647124,19.28768,18.11046,17.63108,17.40946,17.29514,1237649963530911700,2308183651650660352,STAR,F5,segue1,2050,53401,323,0.7472988895960571,-0.21052610262877605
54.5856697448641,-6.12973119881206,18.46946,17.06272,16.45316,16.19093,16.04845,1237649962994041e3,2308200694080890880,STAR,F9,segue1,2050,53401,385,54.5501600849436,-5.75889141208531,20.20697,18.86223,18.30819,18.0891,17.98413,1237649963530911700,2330718422842763264,STAR,F9,segue1,2070,53729,384,0.965346447847036,-0.21052610262877605
56.4030758710883,-0.225413684904066,20.05921,18.39884,17.6255,17.29124,17.09847,1237663238204817700,1709136173949020160,STAR,K1,sdss,1518,52937,73,54.5837455256441,-5.84810003793278,20.47909,18.89696,18.27196,18.02975,17.9325,1237649963530912e3,2330718147964856320,STAR,F9,segue1,2070,53729,383,0.8123614481165127,-0.21052610262877605
